,X.2,X.1,X,AA,file,label,Duration,F1.5,F2.5,F3.5,F4.5,F5.5,F1.10,F2.10,F3.10,F4.10,F5.10,F1.15,F2.15,F3.15,F4.15,F5.15,F1.20,F2.20,F3.20,F4.20,F5.20,F1.25,F2.25,F3.25,F4.25,F5.25,F1.30,F2.30,F3.30,F4.30,F5.30,F1.35,F2.35,F3.35,F4.35,F5.35,F1.40,F2.40,F3.40,F4.40,F5.40,F1.45,F2.45,F3.45,F4.45,F5.45,F1.50,F2.50,F3.50,F4.50,F5.50,F1.55,F2.55,F3.55,F4.55,F5.55,F1.60,F2.60,F3.60,F4.60,F5.60,F1.65,F2.65,F3.65,F4.65,F5.65,F1.70,F2.70,F3.70,F4.70,F5.70,F1.75,F2.75,F3.75,F4.75,F5.75,F1.80,F2.80,F3.80,F4.80,F5.80,F1.85,F2.85,F3.85,F4.85,F5.85,F1.90,F2.90,F3.90,F4.90,F5.90,F1.95,F2.95,F3.95,F4.95,F5.95,X2,aa,file.1,label.1,duration,f0_min,f0_mean,f0_max,int_min,int_mean,int_max,F1,F2,F3,Keyword,Speaker,Variety,Segment,Selection,Position,Stress
1624,1624,6500,6500,6500,νάσα_exp2_maria_mavronikola_mono_22,n,0.054633785,356.5773952,1262.755905,2174.779164,2988.434858,2988.434858,309.3302255,1265.349131,2315.157474,3076.510613,4513.98907,322.4862246,1229.170733,2263.593226,3052.907549,4439.972488,335.5997956,1193.402254,2223.024707,3032.821282,4336.070654,348.7133666,1157.633776,2182.456188,3012.735015,4232.168819,360.2837259,1129.027231,2147.542436,2994.891959,4149.627259,359.4305925,1158.077219,2158.151902,2995.107673,4239.044757,358.577459,1187.127207,2168.761369,2995.323386,4328.462255,357.7243255,1216.177195,2179.370836,2995.5391,4417.879753,356.5773952,1262.755905,2174.779164,2988.434858,4447.985389,355.0710223,1330.779943,2151.589823,2972.375093,4405.526564,353.5646494,1398.803981,2128.400482,2956.315328,4363.067738,352.0582765,1466.828019,2105.211141,2940.255564,4320.608912,328.0487572,1266.426742,2075.057319,2978.013049,4211.378163,298.0218351,994.2478043,2043.041177,3030.161413,4084.292419,267.994913,722.0688664,2011.025034,3082.309777,3957.206675,258.3168527,497.23561,1986.044155,3129.731365,3848.193847,386.9225085,594.1469738,2008.872458,3160.331506,3875.802568,515.5281644,691.0583376,2031.70076,3160.331506,3875.802568,2152,1429,νάσα_exp2_maria_mavronikola_mono_22,n,55,232,238,246,48,57,59,360,1093,2146,nasa,s30,CG,n,n,Initial,Stressed
1625,1625,6504,6504,6504,νάσα_exp2_maria_mavronikola_mono_223,n,0.083017103,386.7461088,1185.057953,1653.848037,3053.086054,3053.086054,633.3145318,1631.650817,2945.627238,3398.380346,NA,541.5127178,1592.307055,2940.579183,3365.835214,NA,493.3694659,1266.791548,2390.311754,3222.591758,NA,445.226214,941.2760403,1840.044324,3079.348302,4807.502954,419.3331439,904.3655274,1641.954109,3030.570335,4810.434282,406.0590313,1031.134312,1643.59751,3035.367482,4815.028081,394.8916831,1134.648654,1645.787424,3040.506398,4807.129267,390.818896,1159.853303,1649.81773,3046.796226,4757.161389,386.7461088,1185.057953,1653.848037,3053.086054,4707.193511,389.7076452,1182.560913,1651.514867,3054.986572,4646.250547,394.2151742,1173.975638,1647.783142,3055.922414,4582.895496,397.6111477,1211.862874,1641.913887,3046.509583,4529.189753,399.4120472,1316.437816,1632.977291,3022.246482,4489.330695,401.2210265,1420.954139,1624.298343,2998.13466,4449.417608,408.2796441,1487.38431,1783.02079,3072.312803,4374.400142,415.3382618,1553.814481,1941.743236,3146.490946,4299.382677,507.0635922,1599.359866,2312.531021,3623.004597,NA,657.0450376,1630.535182,2829.233325,3623.004597,NA,2158,1433,νάσα_exp2_maria_mavronikola_mono_223,n,83,239,244,251,55,57,57,509,1430,2201,nasa,s30,CG,n,n,Initial,Stressed
1666,1666,6668,6668,6668,νίσα_exp2_maria_mavronikola_mono_273,n,0.081086179,333.2992245,1243.022894,2163.790423,3068.107074,3068.107074,391.8497652,1599.026143,2581.80295,3187.308042,NA,374.8138194,1502.046591,2001.366997,3175.545548,4814.127135,365.4312746,1444.263633,1792.766821,3151.660637,4818.181181,361.2406382,1413.070832,1836.412323,3119.552132,4824.985408,356.6219173,1383.452635,1885.41694,3089.361416,4830.167677,349.1205293,1364.437626,1970.509162,3072.084849,4824.427885,341.6191414,1345.422617,2055.601385,3054.808283,4818.688092,336.781548,1300.749776,2115.982173,3056.605544,4798.756716,333.2992245,1243.022894,2163.790423,3068.107074,4771.605028,330.4403016,1190.685136,2206.994506,3077.456104,4748.047508,330.134087,1160.414827,2231.345399,3077.991048,4739.207424,329.8278724,1130.144517,2255.696291,3078.525993,4730.367339,327.4092195,1108.702088,2279.377742,3072.244988,4729.962685,324.2083281,1090.528635,2302.811299,3063.440028,4732.68168,327.0555386,1074.88551,2365.449504,3070.098415,4704.050926,346.8289612,1066.323761,2537.805799,3120.032509,4587.684794,366.6023838,1057.762011,2710.162094,3197.868887,4534.373705,400.4117566,923.7669551,2771.8686,3197.868887,4534.373705,2404,1597,νίσα_exp2_maria_mavronikola_mono_273,n,81,242,243,247,57,59,60,379,1294,2344,nisa,s30,CG,n,n,Initial,Stressed
1667,1667,6672,6672,6672,νίσα_exp2_maria_mavronikola_mono_71,n,0.086071244,433.7061892,1853.439355,2940.675249,4461.176256,4461.176256,365.8848799,999.3406924,1891.709357,3175.845801,4775.237894,360.7305116,880.2456227,1895.54814,3106.286747,4747.037064,377.9025337,684.8487743,1875.493049,3042.485498,4665.803641,395.0777656,521.0187428,1875.833212,3007.967408,4587.858706,412.3290754,1105.396837,2359.589074,3667.529328,4587.858706,429.5803853,1689.774931,2843.344936,4327.091249,NA,434.91252,1858.335624,2968.946622,4497.89066,NA,435.5361082,1862.631964,2953.063214,4475.609509,NA,433.7061892,1853.439355,2940.675249,4461.176256,NA,428.0894414,1823.42743,2933.682273,4458.855727,NA,422.3752076,1768.857734,2899.40887,4410.826984,NA,415.3560399,1385.560746,2499.963036,3750.953752,NA,408.3368721,1002.263758,2100.517202,3091.08052,4460.872238,406.4020302,966.8629969,2054.473444,2909.49782,4468.348751,406.1996268,1050.004764,2128.848283,2890.888342,4478.372819,411.1949797,1055.525992,2242.265121,2879.780519,4494.010242,423.3037076,954.8198461,2409.112778,2951.061332,4538.351386,437.0030017,946.6501138,2580.574797,2951.061332,4538.351386,2410,1601,νίσα_exp2_maria_mavronikola_mono_71,n,86,230,233,239,54,55,56,415,1112,2367,nisa,s30,CG,n,n,Initial,Stressed
1707,1707,6832,6832,6832,νασά_exp2_maria_mavronikola_mono_249,n,0.042341499,451.7435455,1362.00119,1753.680976,3130.032979,3130.032979,603.7678664,1487.981748,2347.086282,3151.491048,4427.283955,529.4668512,1430.576088,2020.847625,3134.276418,4427.283955,455.1658361,1373.170428,1694.608968,3117.061787,4427.283955,446.5275142,1368.99105,1663.199872,3113.618145,4423.299873,447.2313911,1372.384474,1673.737826,3112.13378,4418.748954,447.935268,1375.777897,1684.275781,3110.649414,4414.198035,448.6391449,1379.17132,1694.813735,3109.165048,4409.647115,449.5668173,1379.404708,1710.33654,3110.824847,4402.789651,451.7435455,1362.00119,1753.680976,3130.032979,4383.058814,453.9202738,1344.597672,1797.025412,3149.24111,4363.327977,456.097002,1327.194154,1840.369849,3168.449242,4343.597139,458.2737302,1309.790636,1883.714285,3187.657373,4323.866302,465.1204364,1295.590729,1917.450713,3205.598114,4311.29611,478.1968992,1285.664443,1938.370046,3221.848156,4308.278226,491.2733621,1275.738156,1959.28938,3238.098198,4305.260343,504.3498249,1265.81187,1980.208713,3254.348239,4302.242459,517.4262877,1255.885583,2001.128046,3280.740275,4266.625987,551.8426957,1248.434537,1958.735421,3280.740275,4266.625987,2652,1761,νασά_exp2_maria_mavronikola_mono_249,n,42,252,261,267,53,54,54,555,1360,2046,nasa1,s30,CG,n,n,Initial,Unstressed
1708,1708,6836,6836,6836,νασά_exp2_maria_mavronikola_mono_47,n,0.05508812,473.0633416,990.8465447,1408.749576,3141.528627,3141.528627,741.2489456,1477.304189,2943.964451,4182.752025,NA,709.7886178,1465.323124,2961.693224,4260.544863,NA,678.3282899,1453.342059,2979.421997,4338.337701,NA,646.8679621,1441.360994,2997.150771,4416.13054,NA,602.9548517,1284.897117,2580.510606,4075.501627,NA,558.4774849,1121.886482,2144.188455,3715.913323,4454.98783,514.000118,958.8758472,1707.866305,3356.325019,4454.98783,481.3309555,883.8998259,1412.581616,3120.769994,4483.474735,473.0633416,990.8465447,1408.749576,3141.528627,4570.829572,464.7957277,1097.793264,1404.917537,3162.287261,4658.184409,456.5281138,1204.739982,1401.085497,3183.045894,4745.539247,464.4614982,1238.605979,1410.516142,3205.936721,4853.137215,479.485946,1240.485057,1425.751772,3229.760795,4969.595459,494.5103938,1242.364134,1440.987402,3253.584868,5086.053703,513.5294444,1249.125519,1487.968903,3297.432825,5194.940769,589.9980218,1326.103204,1991.512747,3629.260005,5194.940769,666.4665991,1403.080889,2495.056591,4292.914366,NA,742.9351764,1480.058575,2998.600436,4292.914366,NA,2658,1765,νασά_exp2_maria_mavronikola_mono_47,n,55,247,258,263,53,54,55,632,1289,2321,nasa1,s30,CG,n,n,Initial,Unstressed
1747,1747,6992,6992,6992,νισά_exp2_maria_mavronikola_mono_297,n,0.063192574,433.5503307,1404.066115,1988.397619,2954.61695,2954.61695,474.328316,1601.275742,2329.150844,3087.921638,4542.392725,396.0369336,1545.674364,2269.965154,3086.249124,4625.273907,393.466278,1540.8014,2216.946465,3089.963894,4631.869452,390.8956224,1535.928436,2163.927775,3093.678664,4638.464997,388.9209863,1529.374384,2111.391593,3095.883719,4644.198745,402.9799857,1477.597084,2071.835417,3057.475673,4626.749124,417.038985,1425.819784,2032.279241,3019.067626,4609.299504,431.0979844,1374.042484,1992.723065,2980.659579,4591.849884,433.5503307,1404.066115,1988.397619,2954.61695,4606.455371,434.2823187,1446.214422,1989.294132,2930.407144,4625.812122,435.0143068,1488.362729,1990.190646,2906.197338,4645.168873,438.5277944,1537.826233,2024.572606,2844.663011,4634.013819,443.199678,1590.336257,2072.900066,2767.584345,4610.15168,447.8715615,1642.84628,2121.227526,2690.505679,4586.289541,461.8746674,1813.047481,2328.407783,2981.940009,4575.338114,483.7929221,2083.079459,2670.333893,3585.963099,4575.338114,505.7111768,2353.111437,3012.260004,4562.946634,NA,530.7062213,2546.783893,3227.024111,4562.946634,NA,2892,1921,νισά_exp2_maria_mavronikola_mono_297,n,63,251,260,269,56,56,57,470,1688,2408,nisa1,s30,CG,n,n,Initial,Unstressed
1748,1748,6996,6996,6996,νισά_exp2_maria_mavronikola_mono_299,n,0.069043983,668.39522,1592.992032,2786.874307,4670.972928,4670.972928,659.8237579,1723.543669,2819.786486,4468.792323,NA,652.805489,1698.376152,2817.280264,4515.793671,NA,645.7872201,1673.208635,2814.774042,4562.795018,NA,641.9653609,1651.323227,2814.165182,4606.73008,NA,651.5669658,1643.221186,2821.524378,4637.788134,NA,661.1685708,1635.119144,2828.883574,4668.846189,NA,667.9914307,1624.722191,2827.989936,4688.179541,NA,668.1933253,1608.857112,2807.432121,4679.576234,NA,668.39522,1592.992032,2786.874307,4670.972928,NA,666.2083329,1569.26956,2775.881179,4656.471879,NA,660.4220456,1533.707623,2779.300057,4633.084151,NA,654.6357582,1498.145687,2782.718934,4609.696423,NA,639.6115373,1464.131678,2784.590419,4595.590069,NA,615.4307514,1431.651963,2784.92814,4590.683339,NA,591.2499654,1399.172248,2785.265861,4585.776609,NA,566.1423445,1372.433928,2810.165399,4620.286095,NA,540.430884,1349.436167,2851.067138,4740.664962,NA,514.7194236,1326.438406,2891.968877,4740.664962,NA,2898,1925,νισά_exp2_maria_mavronikola_mono_299,n,69,260,270,278,52,53,54,638,1570,2814,nisa1,s30,CG,n,n,Initial,Unstressed
1749,1749,7000,7000,7000,νισά_exp2_maria_mavronikola_mono_95,n,0.047743037,465.4832767,2010.296816,2957.570004,4885.832949,4885.832949,469.4601771,525.667889,2028.493928,3091.371381,4959.206507,448.1372578,506.4893942,2046.755591,3072.147736,4936.868066,426.8143386,487.3108994,2065.017253,3052.92409,4914.529625,421.2336333,645.8012768,2174.562362,3248.630318,4902.458583,434.1605284,1013.171072,2391.4264,3697.022489,4902.458583,447.0874235,1380.540867,2608.290437,4145.414661,NA,460.0143186,1747.910663,2825.154475,4593.806832,NA,468.6006506,2014.701759,2977.859725,4913.427218,NA,465.4832767,2010.296816,2957.570004,4885.832949,NA,462.3659029,2005.891873,2937.280283,4858.238681,NA,459.248529,2001.486929,2916.990563,4830.644412,NA,456.3875801,2001.025891,2898.802935,4798.275215,NA,456.4186822,2045.045599,2904.323445,4712.052701,NA,456.4497843,2089.065307,2909.843955,4625.830187,NA,456.4808863,2133.085015,2915.364465,4539.607673,NA,456.5119884,2177.104722,2920.884976,4453.385159,NA,455.7632322,2190.390354,2957.241051,4495.719477,NA,454.9203982,2199.968396,2997.316958,4495.719477,NA,2904,1929,νισά_exp2_maria_mavronikola_mono_95,n,48,244,248,252,56,57,58,428,1690,2757,nisa1,s30,CG,n,n,Initial,Unstressed
1787,1787,7152,7152,7152,ράσα_exp2_maria_mavronikola_mono_224,r,0.033591123,579.7052375,1873.993331,2864.322889,3526.24314,3526.24314,687.5947402,1589.287233,2476.175755,3298.142377,4613.755942,675.548463,1698.384745,2636.452993,3392.275877,NA,663.5021858,1807.482256,2796.730231,3486.409377,NA,651.4559086,1916.579768,2957.007469,3580.542877,NA,637.547753,1930.626044,2972.774779,3589.825177,NA,623.0871241,1916.467866,2945.661806,3573.929668,NA,608.6264952,1902.309688,2918.548834,3558.034159,NA,594.1658664,1888.151509,2891.435862,3542.138649,NA,579.7052375,1873.993331,2864.322889,3526.24314,NA,565.2446086,1859.835153,2837.209917,3510.347631,NA,580.27164,1864.941625,2851.253295,3484.790603,NA,601.8940251,1874.356922,2874.501901,3457.072633,NA,623.5164102,1883.77222,2897.750508,3429.354662,NA,645.1387953,1893.187517,2920.999115,3401.636692,NA,666.7611804,1902.602815,2944.247722,3373.918722,NA,688.3835655,1912.018112,2967.496329,3346.200752,NA,699.3833166,1913.841956,2965.989725,3291.833215,NA,708.7004938,1914.463351,2960.562015,3291.833215,NA,3132,2081,ράσα_exp2_maria_mavronikola_mono_224,r,34,234,245,254,56,59,65,699,1735,2560,rasa,s30,CG,r,r,Initial,Stressed
1788,1788,7156,7156,7156,ράσα_exp2_maria_mavronikola_mono_23,r,0.024117518,660.6813508,1810.608636,2908.35441,3271.384227,3271.384227,657.6409904,1864.938568,2890.921761,3227.481045,NA,658.0439292,1857.928332,2893.22368,3233.086227,NA,658.446868,1850.918095,2895.525598,3238.69141,NA,658.8498068,1843.907859,2897.827517,3244.296592,NA,659.2527456,1836.897623,2900.129436,3249.901774,NA,659.6556844,1829.887386,2902.431355,3255.506957,NA,660.0586231,1822.87715,2904.733273,3261.112139,NA,660.4615619,1815.866914,2907.035192,3266.717321,NA,660.6813508,1810.608636,2908.35441,3271.384227,NA,660.1611331,1812.429047,2905.703083,3272.260081,NA,659.6409153,1814.249458,2903.051757,3273.135935,NA,659.1206976,1816.069869,2900.40043,3274.011789,NA,658.6004798,1817.89028,2897.749103,3274.887643,NA,658.080262,1819.710691,2895.097776,3275.763497,NA,657.5600443,1821.531102,2892.446449,3276.639352,NA,657.0398265,1823.351512,2889.795123,3277.515206,NA,656.5196088,1825.171923,2887.143796,3289.141255,NA,659.7465689,1824.048868,2888.789934,3289.141255,NA,3138,2085,ράσα_exp2_maria_mavronikola_mono_23,r,24,238,240,246,48,52,53,673,1837,2891,rasa,s30,CG,r,r,Initial,Stressed
1827,1827,7312,7312,7312,ρίσα_exp2_maria_mavronikola_mono_274,r,0.022006725,513.5674923,2157.937471,3021.236825,3276.750798,3276.750798,407.364891,1679.899726,2872.584632,3195.013965,NA,451.8176758,1849.114812,2936.081911,3208.419543,NA,496.2704606,2018.329898,2999.579191,3221.825121,NA,532.0601576,2157.129909,3050.596007,3234.344737,NA,528.3616245,2157.291421,3044.724171,3242.825949,NA,524.6630915,2157.452934,3038.852334,3251.307162,NA,520.9645584,2157.614446,3032.980498,3259.788374,NA,517.2660254,2157.775959,3027.108661,3268.269586,NA,513.5674923,2157.937471,3021.236825,3276.750798,NA,509.8689592,2158.098984,3015.364989,3285.232011,NA,506.1704262,2158.260496,3009.493152,3293.713223,NA,502.4718931,2158.422008,3003.621316,3302.194435,NA,499.113761,2160.585315,2999.179277,3311.104815,NA,499.1239947,2182.556958,3008.885498,3324.261931,NA,499.1342284,2204.5286,3018.59172,3337.419046,NA,499.1444621,2226.500242,3028.297941,3350.576162,NA,499.1546958,2248.471885,3038.004162,3376.890394,NA,499.1649295,2270.443527,3047.710383,3376.890394,NA,3372,2241,ρίσα_exp2_maria_mavronikola_mono_274,r,22,238,240,243,57,57,57,530,2284,3070,risa,s30,CG,r,r,Initial,Stressed
1828,1828,7316,7316,7316,ρίσα_exp2_maria_mavronikola_mono_72,r,0.032665098,630.5790131,2072.279253,3165.46292,3685.012802,3685.012802,502.7772429,1753.720353,2911.645687,3215.587819,NA,493.6495308,1729.625625,2858.746443,3200.08589,4677.640725,484.5218187,1705.530897,2805.847198,3184.58396,4677.640725,475.3941066,1681.436169,2752.947954,3169.082031,4677.640725,501.6086844,1747.326462,2819.193778,3258.017813,4677.640725,533.8512666,1828.564659,2905.761063,3364.76656,4677.640725,566.0938488,1909.802857,2992.328349,3471.515307,4677.640725,598.3364309,1991.041055,3078.895635,3578.264055,NA,630.5790131,2072.279253,3165.46292,3685.012802,NA,662.8215953,2153.51745,3252.030206,3791.761549,NA,652.0824611,2091.314498,3234.473481,3800.399383,NA,625.5706028,1976.473869,3178.707038,3773.034085,NA,599.0587445,1861.63324,3122.940595,3745.668787,NA,572.5468862,1746.79261,3067.174152,3718.30349,4824.014392,546.0350279,1631.951981,3011.40771,3690.938192,4824.014392,519.5231696,1517.111352,2955.641267,3663.572894,4824.014392,507.5997329,1593.120825,2955.967861,3821.685487,4824.014392,505.0502506,1791.763177,2992.337667,3821.685487,4824.014392,3378,2245,ρίσα_exp2_maria_mavronikola_mono_72,r,33,231,236,241,45,51,54,508,1777,2984,risa,s30,CG,r,r,Initial,Stressed
1869,1869,7480,7480,7480,ρασά_exp2_maria_mavronikola_mono_250,r,0.025166106,604.6454979,1714.857694,2998.529854,3197.615024,3197.615024,776.1897126,1753.964657,2918.048288,3366.160138,NA,763.5383103,1755.653221,2965.750348,3375.090265,NA,740.8393371,1749.825289,2970.433135,3349.736659,NA,718.1403639,1743.997357,2975.115921,3324.383054,NA,695.4413907,1738.169424,2979.798708,3299.029448,NA,672.7424175,1732.341492,2984.481494,3273.675842,NA,650.0434443,1726.513559,2989.164281,3248.322236,NA,627.3444711,1720.685627,2993.847067,3222.96863,NA,604.6454979,1714.857694,2998.529854,3197.615024,NA,604.0038615,1717.587207,2992.253237,3188.844999,NA,621.0807971,1727.190883,2977.172974,3193.396497,NA,638.1577327,1736.794558,2962.092711,3197.947996,NA,655.2346683,1746.398233,2947.012448,3202.499494,NA,672.3116039,1756.001908,2931.932185,3207.050993,NA,689.3885395,1765.605584,2916.851922,3211.602492,NA,706.4654751,1775.209259,2901.771658,3216.15399,NA,723.5424107,1784.812934,2886.691395,3225.463059,NA,732.3020285,1794.647312,2884.80647,3225.463059,NA,3624,2409,ρασά_exp2_maria_mavronikola_mono_250,r,25,250,256,266,50,53,55,748,1765,2750,rasa1,s30,CG,r,r,Initial,Unstressed
1870,1870,7484,7484,7484,ρασά_exp2_maria_mavronikola_mono_48,r,0.027054472,650.134084,1782.637181,2882.973588,3196.715493,3196.715493,724.7439511,1797.784895,2912.214263,3161.834474,NA,717.3919576,1786.512705,2898.861113,3168.558462,NA,709.6584531,1777.052903,2887.382062,3174.825647,NA,699.7377249,1777.983616,2886.647316,3178.473954,NA,689.8169967,1778.914329,2885.912571,3182.122262,NA,679.8962685,1779.845042,2885.177825,3185.77057,NA,669.9755404,1780.775755,2884.443079,3189.418877,NA,660.0548122,1781.706468,2883.708334,3193.067185,NA,650.134084,1782.637181,2882.973588,3196.715493,NA,640.2133559,1783.567894,2882.238842,3200.363801,NA,645.1136339,1790.370583,2883.756727,3212.375238,NA,654.7966894,1799.068173,2886.001541,3227.08548,NA,664.4797449,1807.765764,2888.246355,3241.795722,NA,674.1628005,1816.463355,2890.491169,3256.505964,NA,683.845856,1825.160946,2892.735983,3271.216206,NA,693.5289115,1833.858537,2894.980797,3285.926447,NA,703.211967,1842.556128,2897.225611,3315.748092,NA,710.5879352,1848.278092,2898.415552,3315.748092,NA,3630,2413,ρασά_exp2_maria_mavronikola_mono_48,r,27,236,241,244,51,53,55,712,1819,2897,rasa1,s30,CG,r,r,Initial,Unstressed
1909,1909,7640,7640,7640,ρισά_exp2_maria_mavronikola_mono_300,r,0.02995335,599.9492336,2147.323347,3219.477907,4485.455657,4485.455657,640.9866638,2051.994275,3118.168916,4565.632065,NA,629.8940267,2040.516097,3126.259954,4530.580565,NA,618.8013896,2029.03792,3134.350991,4495.529066,NA,608.4820076,2020.593433,3143.034985,4463.723296,NA,606.7754528,2045.939415,3158.323569,4468.069768,NA,605.068898,2071.285398,3173.612154,4472.41624,NA,603.3623432,2096.631381,3188.900738,4476.762713,NA,601.6557884,2121.977364,3204.189323,4481.109185,NA,599.9492336,2147.323347,3219.477907,4485.455657,NA,598.2426788,2172.669329,3234.766492,4489.80213,NA,586.3954107,2167.267201,3219.581877,4452.228006,NA,559.6706747,2116.754436,3159.689948,4353.152063,NA,532.9459387,2066.241671,3099.798019,4254.07612,NA,506.2212027,2015.728907,3039.906091,4155.000177,4738.439807,479.4964667,1965.216142,2980.014162,4055.924233,4738.439807,452.7717307,1914.703377,2920.122234,3956.84829,4738.439807,426.0469946,1864.190612,2860.230305,3788.505431,4736.069098,421.9835594,1776.651723,2838.870761,3788.505431,4736.069098,3864,2569,ρισά_exp2_maria_mavronikola_mono_300,r,30,208,229,251,44,49,52,574,1937,2992,risa1,s30,CG,r,r,Initial,Unstressed
1910,1910,7644,7644,7644,ρισά_exp2_maria_mavronikola_mono_96,r,0.028513285,555.8261528,1711.104873,2981.329315,3245.626038,3245.626038,599.1294178,1758.328634,2911.723904,3255.687195,NA,594.7430588,1741.059502,2920.426078,3251.741806,NA,590.3566997,1723.79037,2929.128251,3247.796418,NA,585.9703407,1706.521238,2937.830425,3243.851029,NA,581.5839817,1689.252106,2946.532598,3239.905641,NA,577.1976226,1671.982974,2955.234772,3235.960252,NA,572.8112636,1654.713842,2963.936945,3232.014863,NA,567.3414079,1649.441406,2972.637538,3230.906321,NA,555.8261528,1711.104873,2981.329315,3245.626038,NA,544.3108977,1772.768339,2990.021092,3260.345755,NA,532.7956426,1834.431806,2998.712869,3275.065472,NA,521.2803875,1896.095272,3007.404646,3289.785189,NA,509.7651324,1957.758739,3016.096423,3304.504906,NA,498.2498773,2019.422205,3024.7882,3319.224623,NA,488.3171885,2075.334993,3032.302937,3331.473885,NA,488.2937486,2095.239871,3032.447633,3328.254375,NA,488.2703088,2115.144749,3032.592328,3321.815354,NA,488.2468689,2135.049627,3032.737024,3321.815354,NA,3870,2573,ρισά_exp2_maria_mavronikola_mono_96,r,29,235,242,250,51,54,56,560,1854,2951,risa1,s30,CG,r,r,Initial,Unstressed
1948,1948,7798,7798,7798,σάλα_exp2_maria_mavronikola_mono_123,l,0.072233656,605.059575,1487.940692,2909.935889,4368.732993,4368.732993,678.0285955,1560.825562,2917.982713,4325.112821,NA,658.5986434,1556.889676,2915.043732,4323.518101,NA,639.1686912,1552.95379,2912.104751,4321.92338,NA,632.8513375,1539.487676,2911.049339,4328.909069,NA,629.7969302,1523.650054,2910.462635,4338.029913,NA,626.6255437,1508.075718,2909.819747,4347.095752,NA,619.9098484,1500.478574,2907.474537,4354.494988,NA,613.1941531,1492.881429,2905.129328,4361.894224,NA,605.059575,1487.940692,2909.935889,4368.732993,NA,592.9521252,1490.437894,2934.76741,4374.002456,NA,580.8446755,1492.935096,2959.59893,4379.271918,NA,567.8472681,1486.9872,2907.726454,4140.683832,NA,553.9396166,1472.401699,2777.401517,3652.679474,4398.981396,540.031965,1457.816198,2647.07658,3164.675117,4398.981396,541.5627549,1430.612499,2696.129286,3057.132123,4390.116549,548.9326867,1398.636333,2813.026373,3093.487587,4377.89883,556.3026186,1366.660167,2929.923461,3419.252296,4365.15307,623.8200429,1424.866509,2979.70047,3419.252296,4365.15307,4102,127,σάλα_exp2_maria_mavronikola_mono_123,l,72,235,238,242,56,56,57,626,1400,2649,sala,s30,CG,l,l,Medial,Stressed
1949,1949,7802,7802,7802,σάλα_exp2_maria_mavronikola_mono_325,l,0.071801637,659.7052892,1207.055573,2456.142341,3938.800711,3938.800711,755.5112019,1565.989737,3045.522529,4385.619673,NA,717.3711501,1571.318683,3039.230167,4394.53599,NA,698.6960938,1568.559604,3037.711666,4418.553698,NA,688.0150813,1562.478869,3038.153734,4448.773368,NA,677.3340688,1556.398134,3038.595802,4478.993038,NA,673.6659287,1552.413616,3052.619762,4488.266077,NA,670.5793552,1548.602933,3067.770047,4495.802045,NA,666.922831,1504.306263,3005.091409,4433.978478,NA,659.7052892,1207.055573,2456.142341,3938.800711,NA,652.4877475,909.8048839,1907.193273,3443.622944,4468.816499,645.6529293,821.8763586,1754.469638,3289.656655,4468.816499,639.5210714,1118.416373,2329.505596,3762.404117,4468.816499,633.3892136,1414.956387,2904.541554,4235.151579,NA,635.0515625,1545.048065,3170.789196,4421.99257,NA,642.6644863,1548.062888,3201.288921,4390.555046,NA,650.2774101,1551.07771,3231.788646,4359.117522,NA,665.759463,1545.378167,2850.589811,3558.032448,4295.486906,683.4401711,1537.243807,2354.361329,3558.032448,4295.486906,4108,131,σάλα_exp2_maria_mavronikola_mono_325,l,72,230,236,242,53,53,54,689,1533,2996,sala,s30,CG,l,l,Medial,Stressed
1989,1989,7961,7961,7961,σάλι_exp2_maria_mavronikola_mono_172,l,0.063478062,492.243815,2952.058449,3367.967199,4417.543017,4417.543017,505.8361829,1636.578053,3011.165799,3650.929469,4535.191801,495.3798014,1549.876338,2935.471122,3480.916487,4535.191801,494.421883,1868.287262,3037.642792,3683.660653,4535.191801,496.1288909,2300.358193,3189.717348,3990.987043,NA,497.8358989,2732.429125,3341.791905,4298.313433,NA,497.5791715,2904.56683,3388.263289,4411.120745,NA,496.1701833,2924.183556,3372.769917,4409.790128,NA,494.7611951,2943.800282,3357.276544,4408.459511,NA,492.243815,2952.058449,3367.967199,4417.543017,NA,488.5233476,2947.987638,3407.078909,4437.930374,NA,484.8028802,2943.916828,3446.190619,4458.317732,NA,481.6194396,2942.456364,3459.299328,4482.085472,NA,479.5321585,2946.324044,3419.331653,4512.753128,NA,477.4448775,2950.191724,3379.363978,4543.420783,NA,475.2312249,2953.233225,3346.066197,4570.601753,NA,472.4344962,2952.462746,3343.54319,4581.695213,NA,469.6377676,2951.692267,3341.020183,4592.400835,NA,467.0143697,2935.772917,3333.470352,4592.400835,NA,4347,290,σάλι_exp2_maria_mavronikola_mono_172,l,63,244,248,251,59,60,61,493,2334,3196,sali,s30,CG,l,l,Medial,Stressed
