,X.1,X,AA,Segment,duration,intensity,cog,sdev,skew,kurt,Speaker,keyword,Variety,Stress
1785,1785,1785,1785,n,82.23283375,47.10336375,571.5254815,574.1273709,13.24821368,309.4633553,s32,sana1,AG,Stressed
1786,1786,1786,1786,n,78.37982759,46.38133485,934.7398053,663.9740988,4.892501833,58.33087214,s32,sana1,AG,Stressed
1813,1813,1813,1813,n,76.23116322,43.79113967,615.0211555,738.8824157,10.58325638,180.9546386,s32,sana,AG,Stressed
1814,1814,1814,1814,n,69.44695444,46.51383551,1280.79745,909.9173875,8.678757801,136.2733047,s32,sana,AG,Stressed
1851,1851,1851,1851,n,69.03448198,47.88490426,756.4027709,778.0732111,9.497128735,164.9877209,s32,sani1,AG,Stressed
1852,1852,1852,1852,n,82.07367343,44.02379601,765.8186576,686.3716106,7.512238151,122.3710078,s32,sani1,AG,Stressed
1890,1890,1890,1890,n,70.35359985,47.36572796,1133.680764,765.4044171,5.910969813,66.76749179,s32,sani,AG,Stressed
1891,1891,1891,1891,n,72.57710747,44.58225189,1147.904333,983.6118334,3.829249438,29.57952503,s32,sani,AG,Stressed
2242,2242,2242,2242,r,14.67702603,51.74528772,1207.161424,906.8635564,5.012057458,68.51008668,s32,rasa1,AG,Unstressed
2243,2243,2243,2243,r,16.87431359,45.8989513,1142.068517,1155.483112,10.58920725,139.2202748,s32,rasa1,AG,Unstressed
2282,2282,2282,2282,r,16.18927448,46.65099878,1347.237397,1645.992922,7.471117284,67.47047718,s32,rasa,AG,Stressed
2283,2283,2283,2283,r,15.75030668,45.54681713,814.6549033,562.612004,13.14326447,289.4542457,s32,rasa,AG,Stressed
2320,2320,2320,2320,r,33.06781775,53.03868874,869.3494936,904.1097711,6.15493778,80.64975191,s32,risa1,AG,Unstressed
2321,2321,2321,2321,r,21.86794906,54.52357459,1053.578001,1147.394628,8.661596651,109.3225993,s32,risa1,AG,Unstressed
2359,2359,2359,2359,r,20.06189077,48.34344716,1264.013804,1080.438607,4.711820296,54.8749014,s32,risa,AG,Stressed
2360,2360,2360,2360,r,17.33784469,55.2315806,671.701783,520.4131064,14.57911188,398.3120259,s32,risa,AG,Stressed
2399,2399,2399,2399,r,21.20811309,49.22834904,899.2058675,835.8981664,10.00939373,143.3581876,s32,sara1,AG,Stressed
2400,2400,2400,2400,r,13.98621342,54.18357685,995.1733288,1251.737148,8.894794893,105.3116395,s32,sara1,AG,Stressed
2439,2439,2439,2439,r,12.52061211,43.37678767,1669.266049,1345.26269,4.057449896,33.61227465,s32,sara,AG,Stressed
2440,2440,2440,2440,r,18.94007848,53.92746769,1231.890414,929.1512542,9.677772998,148.4888604,s32,sara,AG,Stressed
2478,2478,2478,2478,r,13.67965569,55.2711238,844.177549,675.4159259,14.3652225,305.7979427,s32,sari1,AG,Stressed
2479,2479,2479,2479,r,23.44962098,43.9243577,870.830219,541.9513674,8.72398966,161.6605315,s32,sari1,AG,Stressed
2518,2518,2518,2518,r,27.25634072,43.75064679,1084.172188,1227.690122,8.480297013,94.90075249,s32,sari,AG,Stressed
2519,2519,2519,2519,r,21.21806061,47.39091611,945.1883335,897.1817603,12.34596149,202.8367548,s32,sari,AG,Stressed
35,35,35,35,l,127.7085232,55.64113784,778.6993984,882.4950755,9.566473065,145.5393198,s33,lasa,CG,Stressed
36,36,36,36,l,99.88991336,46.99812205,1016.162671,631.4405588,16.91787435,472.0540386,s33,lasa,CG,Stressed
74,74,74,74,l,77.43887843,49.73654614,845.0272903,873.594799,7.211669462,107.1961502,s33,lisa,CG,Stressed
75,75,75,75,l,91.74538309,43.07441698,588.5383326,528.2094425,20.18641319,592.7952991,s33,lisa,CG,Stressed
115,115,115,115,l,71.3979708,49.49004476,827.5328804,837.0702035,10.16396847,174.2888612,s33,lasa1,CG,Unstressed
116,116,116,116,l,62.88027612,50.51432401,1239.295516,899.5301975,12.75893082,231.6401871,s33,lasa1,CG,Unstressed
154,154,154,154,l,39.67354274,39.27510067,515.1885223,542.5113568,22.46980946,679.9338937,s33,lisa1,CG,Unstressed
155,155,155,155,l,49.70177756,51.96162513,956.372676,857.3126956,6.828985732,93.71316411,s33,lisa1,CG,Unstressed
194,194,194,194,l,53.07503273,45.68455066,1073.389322,919.542661,9.368250738,139.2250543,s33,sala,CG,Stressed
195,195,195,195,l,60.6436417,53.51641978,711.6768982,431.7379772,20.9469375,693.0332674,s33,sala,CG,Stressed
234,234,234,234,l,51.51400236,45.25359865,881.6630683,903.5111475,11.41444421,174.8835105,s33,sali,CG,Stressed
235,235,235,235,l,38.57069885,47.71116485,1078.782487,1488.217101,7.145840042,71.25268999,s33,sali,CG,Stressed
274,274,274,274,l,103.1367232,47.66970068,775.2929229,592.4048343,15.26485881,386.5862316,s33,sala1,CG,Stressed
275,275,275,275,l,108.4989748,47.79879044,1011.183528,924.6106461,7.71403252,116.4260227,s33,sala1,CG,Stressed
313,313,313,313,l,115.1536666,48.76487378,801.8047724,1053.96034,5.941039498,69.83718838,s33,sali1,CG,Stressed
314,314,314,314,l,105.7546019,44.10682525,672.9140531,750.9712525,13.16334275,249.3466748,s33,sali1,CG,Stressed
686,686,686,686,m,103.6133828,39.03477894,1052.839484,1401.503321,11.15946219,144.0269696,s33,masa,CG,Stressed
687,687,687,687,m,73.69550822,36.69741519,1061.314099,1752.490181,9.900992124,102.3198901,s33,masa,CG,Stressed
727,727,727,727,m,111.9531947,36.47337684,1044.209139,1269.786429,11.45468506,158.6054473,s33,misa,CG,Stressed
728,728,728,728,m,112.3869078,40.14892001,843.9609586,2166.139101,8.079639934,67.49374183,s33,misa,CG,Stressed
768,768,768,768,m,49.49727529,37.88277412,791.5124088,693.0900335,17.69170693,410.600917,s33,masa1,CG,Unstressed
769,769,769,769,m,56.41831195,38.2853683,1142.09138,1325.264014,12.42018847,172.0197602,s33,masa1,CG,Unstressed
808,808,808,808,m,71.23972962,41.85226352,684.8802478,1264.504682,13.9648785,205.0761552,s33,misa1,CG,Unstressed
809,809,809,809,m,78.85236513,47.11964264,590.3375228,380.0834883,32.96327771,1452.089612,s33,misa1,CG,Unstressed
847,847,847,847,m,68.85213738,42.4323139,893.1324192,1004.62193,13.71278687,233.867714,s33,sama,CG,Stressed
848,848,848,848,m,71.88804086,40.65889111,804.6533336,1206.971104,11.67162951,165.5326369,s33,sama,CG,Stressed
885,885,885,885,m,60.45968565,45.1029645,1143.140954,1050.741633,11.1105744,163.2479905,s33,sami,CG,Stressed
886,886,886,886,m,66.32939027,41.61087347,711.6304788,1178.670423,11.78085239,171.5223767,s33,sami,CG,Stressed
922,922,922,922,m,84.95456528,39.48561598,933.2485861,1621.149725,10.24705901,113.103203,s33,sama1,CG,Stressed
923,923,923,923,m,99.98828735,42.40686747,942.491907,1548.934962,9.047845354,102.3317349,s33,sama1,CG,Stressed
961,961,961,961,m,116.765092,42.4708298,555.8367942,586.4596424,23.33229961,709.9523179,s33,sami1,CG,Stressed
962,962,962,962,m,92.25822701,42.28383458,547.3538363,733.0772972,20.8650162,502.9988771,s33,sami1,CG,Stressed
1323,1323,1323,1323,n,60.14385904,44.5497578,947.2760138,1952.328456,6.75511927,54.13377538,s33,nasa,CG,Stressed
1324,1324,1324,1324,n,90.38172557,46.19324972,857.1276268,1257.954712,9.159291529,103.1485825,s33,nasa,CG,Stressed
1325,1325,1325,1325,n,97.93747476,35.61999912,583.2659613,1244.417549,14.53081229,223.6982458,s33,nasa,CG,Stressed
1365,1365,1365,1365,n,92.46222277,45.12779349,872.6794957,1693.979395,8.168828813,77.89925402,s33,nisa,CG,Stressed
1366,1366,1366,1366,n,105.5571674,40.17695198,711.4130061,1273.582568,12.15938049,168.6132415,s33,nisa,CG,Stressed
1406,1406,1406,1406,n,149.3683353,42.53285313,862.4069647,1607.163365,8.308058352,83.62407191,s33,nasa1,CG,Unstressed
1407,1407,1407,1407,n,56.30725228,43.20875884,935.3557205,1500.046802,9.341326674,105.0851238,s33,nasa1,CG,Unstressed
1447,1447,1447,1447,n,111.5846785,41.50842077,542.4651088,755.2901266,19.18957193,429.8816901,s33,nisa1,CG,Unstressed
1448,1448,1448,1448,n,60.65372388,43.16266633,973.2783497,1546.598323,8.319573161,84.0497116,s33,nisa1,CG,Unstressed
1488,1488,1488,1488,n,105.3666702,44.23093893,969.8551775,1692.540902,8.50995983,84.49795278,s33,sana,CG,Stressed
1489,1489,1489,1489,n,89.22352279,47.51568684,608.9513583,660.1751583,16.79492551,361.1829615,s33,sana,CG,Stressed
1526,1526,1526,1526,n,87.12392773,37.17618376,1153.054431,1591.815637,9.867072928,109.4798161,s33,sani,CG,Stressed
1527,1527,1527,1527,n,47.90231954,41.57593292,729.4837902,989.8435785,12.67812055,206.4573238,s33,sani,CG,Stressed
1568,1568,1568,1568,n,66.86417219,44.4595931,508.122812,604.8362871,22.95593288,642.8185935,s33,sana1,CG,Stressed
1569,1569,1569,1569,n,108.3064837,39.81896646,501.3286153,784.1604245,21.66097756,517.35522,s33,sana1,CG,Stressed
1570,1570,1570,1570,n,103.2027201,41.13167988,560.2968526,820.9292423,13.3431107,224.662647,s33,sana1,CG,Stressed
1607,1607,1607,1607,n,100.095364,41.30792378,585.8706966,820.8949352,13.8848879,271.9585622,s33,sani1,CG,Stressed
1608,1608,1608,1608,n,89.22786736,43.05050312,557.8761673,667.5466269,19.37893363,487.402579,s33,sani1,CG,Stressed
1946,1946,1946,1946,r,18.97444519,42.49321056,1206.043219,1542.770769,6.268388046,54.85329466,s33,rasa,CG,Stressed
1947,1947,1947,1947,r,21.31591754,33.38379647,1070.54018,1455.77276,9.439129817,110.1844825,s33,rasa,CG,Stressed
1986,1986,1986,1986,r,20.37982515,43.52792308,1196.920366,1561.063325,6.095357037,49.82340324,s33,risa,CG,Stressed
1987,1987,1987,1987,r,21.72506422,34.01858918,3055.196087,3598.829399,2.636644184,7.229734719,s33,risa,CG,Stressed
2027,2027,2027,2027,r,19.69629304,44.21861186,1355.054119,1605.380174,6.787404362,59.24200291,s33,rasa1,CG,Unstressed
2028,2028,2028,2028,r,29.48755884,35.42741522,1450.400568,2068.799313,6.007397698,43.11169275,s33,rasa1,CG,Unstressed
2066,2066,2066,2066,r,27.70903949,34.67233277,1051.806873,1406.611504,7.111561202,65.78266764,s33,risa1,CG,Unstressed
2067,2067,2067,2067,r,16.76351924,42.32034059,1128.927169,1620.895229,7.332847433,66.20709318,s33,risa1,CG,Unstressed
2103,2103,2103,2103,r,18.27993014,41.23806622,1040.344826,1236.216695,9.705555685,120.6819138,s33,sara,CG,Stressed
2104,2104,2104,2104,r,13.49045213,42.32498146,1898.982048,1820.816785,3.627648137,25.61199954,s33,sara,CG,Stressed
2143,2143,2143,2143,r,19.26778015,36.83060566,1339.186869,1485.538594,6.896510195,60.25597622,s33,sari,CG,Stressed
2144,2144,2144,2144,r,15.2407767,40.10050595,983.9455173,981.1921318,8.631432657,108.5566445,s33,sari,CG,Stressed
2181,2181,2181,2181,r,44.71938288,30.30555269,1733.388971,1649.342547,6.15972077,59.11963402,s33,sara1,CG,Stressed
2182,2182,2182,2182,r,26.12379006,31.91469895,1878.866824,2108.147452,3.920449722,23.18410852,s33,sara1,CG,Stressed
2220,2220,2220,2220,r,61.65764429,18.10848186,1213.187697,2088.794475,6.155847004,45.34982346,s33,sari1,CG,Stressed
2221,2221,2221,2221,r,40.69811504,40.93805826,1310.391572,1777.751364,6.201368613,50.06712368,s33,sari1,CG,Stressed
353,353,353,353,l,79.81025999,61.0423571,641.9005096,712.996585,5.480225402,69.63751544,s34,lasa1,AG,Unstressed
354,354,354,354,l,80.71768296,61.86691023,590.6870111,767.1333337,9.981351748,177.6223582,s34,lasa1,AG,Unstressed
393,393,393,393,l,97.67279768,59.9165275,1050.536704,1031.402072,4.269131714,44.94586956,s34,lasa,AG,Stressed
394,394,394,394,l,102.7540096,65.20158617,819.0374693,722.8519171,10.14643066,190.7250674,s34,lasa,AG,Stressed
432,432,432,432,l,69.80587394,56.93332222,1964.324351,1183.394644,0.023520198,1.462673464,s34,lisa1,AG,Unstressed
433,433,433,433,l,69.76357339,58.17051789,1488.77724,1398.904231,2.949333884,25.49624995,s34,lisa1,AG,Unstressed
472,472,472,472,l,120.1304319,60.88323253,765.5341365,901.4634408,7.274390796,97.85405371,s34,lisa,AG,Stressed
473,473,473,473,l,108.2816187,60.92422178,2389.96764,1277.218795,0.939972504,11.82365644,s34,lisa,AG,Stressed
514,514,514,514,l,82.28588719,60.83109604,626.8078305,296.4088015,17.23907358,635.7765701,s34,sala1,AG,Stressed
515,515,515,515,l,98.7954549,62.87551422,754.7958037,742.5663756,8.150595083,132.18521,s34,sala1,AG,Stressed
554,554,554,554,l,89.58073535,65.76461853,744.9216786,443.4994309,12.62231361,347.1218041,s34,sala,AG,Stressed
555,555,555,555,l,72.02004633,64.73480994,784.9878214,552.3836518,5.15930763,62.86424445,s34,sala,AG,Stressed
592,592,592,592,l,104.1969584,58.01077404,2010.271615,1212.666718,0.06115129,0.182023887,s34,sali1,AG,Stressed
593,593,593,593,l,86.89037099,56.55215742,624.3139143,568.2556358,13.83282612,326.4500143,s34,sali1,AG,Stressed
631,631,631,631,l,76.92748964,55.01857613,1373.09368,1274.261703,3.423555104,32.33559816,s34,sali,AG,Stressed
632,632,632,632,l,66.73128142,53.75823367,1905.716818,1211.981164,0.396128946,6.351818723,s34,sali,AG,Stressed
998,998,998,998,m,67.24159996,65.94929944,770.1329303,829.8577224,9.820653545,174.4496215,s34,masa1,AG,Unstressed
999,999,999,999,m,68.95383803,60.36161608,624.2579154,657.2152821,6.336404501,116.7141,s34,masa1,AG,Unstressed
1038,1038,1038,1038,m,80.81441659,52.39487982,1047.39267,551.5402943,11.66059607,310.5374256,s34,masa,AG,Stressed
1039,1039,1039,1039,m,94.59210627,57.76966452,1091.378921,911.3865869,4.572000671,54.53394242,s34,masa,AG,Stressed
1078,1078,1078,1078,m,73.35793093,51.76065532,996.2522211,665.4388896,5.50904154,84.26722422,s34,misa1,AG,Unstressed
1079,1079,1079,1079,m,76.53782171,59.73924133,470.9153464,499.7930786,18.9445614,562.0353981,s34,misa1,AG,Unstressed
1118,1118,1118,1118,m,114.8012215,55.80599439,844.6320191,1199.116536,7.596746798,91.98269718,s34,misa,AG,Stressed
1119,1119,1119,1119,m,91.4783484,60.31573049,773.6189646,746.3017452,6.952103058,122.2157007,s34,misa,AG,Stressed
1159,1159,1159,1159,m,94.29585993,56.3463625,1041.101071,1302.591905,8.884632038,102.737997,s34,sama1,AG,Stressed
1160,1160,1160,1160,m,100.1184751,55.80510936,1006.635158,904.4092697,9.097488773,145.8265268,s34,sama1,AG,Stressed
1199,1199,1199,1199,m,76.52958883,57.53000415,668.0741078,610.1318986,10.13193246,230.349551,s34,sama,AG,Stressed
1200,1200,1200,1200,m,65.5873166,46.90636304,736.6744566,744.5679004,12.21222386,247.4723962,s34,sama,AG,Stressed
1238,1238,1238,1238,m,110.3511575,55.85632844,760.88882,907.1141201,11.33454995,186.8110133,s34,sami1,AG,Stressed
1239,1239,1239,1239,m,98.29807889,54.10749503,637.3697013,788.9144109,13.30758405,255.7868963,s34,sami1,AG,Stressed
1278,1278,1278,1278,m,60.18249728,51.26045637,884.3606699,1107.401539,9.665535085,129.8824602,s34,sami,AG,Stressed
1279,1279,1279,1279,m,74.00955038,51.98243145,802.5078984,589.4578489,9.841483263,221.7205861,s34,sami,AG,Stressed
1644,1644,1644,1644,n,62.04321168,62.29575099,429.5675956,374.2858534,27.0635104,1105.821226,s34,nasa1,AG,Unstressed
1645,1645,1645,1645,n,57.10576819,56.15430184,871.4620535,683.8614102,5.086397469,80.90850076,s34,nasa1,AG,Unstressed
1684,1684,1684,1684,n,74.3040823,56.15056999,889.2142892,1199.58474,7.855161638,95.73098261,s34,nasa,AG,Stressed
1685,1685,1685,1685,n,81.88356531,53.19592433,761.9934814,571.4803603,8.934875667,198.7002684,s34,nasa,AG,Stressed
1724,1724,1724,1724,n,84.27703337,54.12045024,821.5417026,831.4119272,8.61846203,133.0495634,s34,nisa1,AG,Unstressed
1725,1725,1725,1725,n,59.790964,62.12730025,735.6021272,1396.977219,7.912927266,82.51401003,s34,nisa1,AG,Unstressed
1763,1763,1763,1763,n,121.0232262,56.92725828,816.6013147,787.4367935,4.837633923,46.89544822,s34,nisa,AG,Stressed
1764,1764,1764,1764,n,116.1734794,56.25340353,1318.376713,1260.178727,4.19889628,41.38681267,s34,nisa,AG,Stressed
1801,1801,1801,1801,n,90.35664192,58.38065938,911.4528089,737.1458733,8.06341577,152.6695607,s34,sana1,AG,Stressed
1802,1802,1802,1802,n,82.75342064,53.53190958,1205.349004,1487.544954,6.015196259,56.30576235,s34,sana1,AG,Stressed
1828,1828,1828,1828,n,62.20515972,58.69751006,490.2636105,598.5528901,16.03781802,399.8246006,s34,sana,AG,Stressed
1829,1829,1829,1829,n,68.53841426,54.41113252,912.0888239,787.5419237,4.4894515,59.28278792,s34,sana,AG,Stressed
1867,1867,1867,1867,n,100.1648969,57.53341144,1155.026723,1316.00657,5.696838099,55.66197069,s34,sani1,AG,Stressed
1868,1868,1868,1868,n,101.7299734,50.14285008,548.0374558,243.0615097,31.64083703,1528.097611,s34,sani1,AG,Stressed
1906,1906,1906,1906,n,63.50496903,54.11212918,749.7888256,1124.902187,8.48347838,109.9843389,s34,sani,AG,Stressed
1907,1907,1907,1907,n,68.35604306,53.50961306,834.2308723,1101.618758,10.25451593,139.5699132,s34,sani,AG,Stressed
2258,2258,2258,2258,r,16.91839508,65.41059951,1374.04792,917.7038572,4.041749459,48.32457194,s34,rasa1,AG,Unstressed
2259,2259,2259,2259,r,18.29401695,56.77765639,1441.611581,1439.32481,6.321853563,61.83532029,s34,rasa1,AG,Unstressed
2297,2297,2297,2297,r,28.09613716,65.85097293,1707.277619,1121.143985,5.641344892,72.32876649,s34,rasa,AG,Stressed
2298,2298,2298,2298,r,35.92502926,66.38386784,1990.86632,1188.576127,4.508387167,51.69769617,s34,rasa,AG,Stressed
2335,2335,2335,2335,r,16.65780368,56.64089683,792.9695224,852.162889,11.89840725,206.0532348,s34,risa1,AG,Unstressed
2336,2336,2336,2336,r,23.47340757,63.63046459,802.43675,522.6724111,8.230838783,142.0262926,s34,risa1,AG,Unstressed
2375,2375,2375,2375,r,21.78443821,58.10655056,832.5994471,941.6814021,12.64323987,203.2690093,s34,risa,AG,Stressed
2376,2376,2376,2376,r,22.06243274,53.80022354,957.2648893,1134.797192,10.66981393,145.7419267,s34,risa,AG,Stressed
2415,2415,2415,2415,r,18.70452181,62.12111095,1753.008193,2033.858515,5.188214976,35.8076857,s34,sara1,AG,Stressed
2416,2416,2416,2416,r,12.38251067,56.84274614,1538.48076,1092.778808,8.116386187,109.3725537,s34,sara1,AG,Stressed
2455,2455,2455,2455,r,16.03372246,65.24958631,1478.118281,814.3934074,8.834920975,157.6594854,s34,sara,AG,Stressed
2456,2456,2456,2456,r,13.94276503,55.90683624,866.2050794,763.729209,15.828282,321.2591187,s34,sara,AG,Stressed
2494,2494,2494,2494,r,30.93347202,59.65117559,800.3140074,724.5716754,10.55339474,205.0124785,s34,sari1,AG,Stressed
2495,2495,2495,2495,r,24.76932533,57.72647265,998.323921,701.6342813,5.833454289,84.13567544,s34,sari1,AG,Stressed
2534,2534,2534,2534,r,19.82872362,57.20688594,768.1728058,582.172522,14.40186489,371.7824051,s34,sari,AG,Stressed
2535,2535,2535,2535,r,26.69251257,59.50925198,1272.319909,1642.682081,7.428294708,67.38238619,s34,sari,AG,Stressed
37,37,37,37,l,75.96481373,61.4248356,564.9930426,367.6333453,26.19166938,1006.734868,s35,lasa,CG,Stressed
38,38,38,38,l,110.4034075,47.11107396,613.0950375,846.2424067,14.94856442,278.5435881,s35,lasa,CG,Stressed
76,76,76,76,l,73.28223949,50.0029286,625.0847111,787.5732436,11.86607937,221.6124361,s35,lisa,CG,Stressed
77,77,77,77,l,89.41313003,48.57633371,594.6992135,829.1209222,12.53686551,212.7960956,s35,lisa,CG,Stressed
117,117,117,117,l,67.42331553,55.72943718,815.1032132,853.3084787,10.68895695,181.3298909,s35,lasa1,CG,Unstressed
118,118,118,118,l,75.65260007,56.61545552,513.7574685,499.9887252,24.16736296,734.4305912,s35,lasa1,CG,Unstressed
156,156,156,156,l,52.28362481,49.95335146,1482.916977,1907.201403,4.311796925,29.54359703,s35,lisa1,CG,Unstressed
157,157,157,157,l,40.49514773,46.78510866,988.2938856,1448.221117,5.972077729,56.83075514,s35,lisa1,CG,Unstressed
196,196,196,196,l,72.37766294,59.7580915,1087.283175,1301.401261,8.291555437,91.03762632,s35,sala,CG,Stressed
197,197,197,197,l,61.04929359,58.14674223,1018.042128,910.8035196,11.87995828,192.0937949,s35,sala,CG,Stressed
236,236,236,236,l,60.17743293,50.07009262,586.5784514,594.3115199,17.74504907,441.0469262,s35,sali,CG,Stressed
237,237,237,237,l,63.45502069,55.71990493,1220.554538,1167.875234,2.179366192,11.34509263,s35,sali,CG,Stressed
276,276,276,276,l,77.56840737,52.48249896,493.9372277,309.015227,31.77433036,1427.868721,s35,sala1,CG,Stressed
277,277,277,277,l,52.17058369,56.40712681,523.5210503,377.1278244,21.76638847,765.2579526,s35,sala1,CG,Stressed
315,315,315,315,l,98.15945369,52.7289605,1183.858557,1307.842496,3.531802066,32.76976148,s35,sali1,CG,Stressed
316,316,316,316,l,55.23944155,54.16550064,816.8468951,1052.418316,4.571481097,45.1990647,s35,sali1,CG,Stressed
688,688,688,688,m,76.40905241,47.89388561,1228.231263,700.2308025,13.80231499,347.6315572,s35,masa,CG,Stressed
689,689,689,689,m,83.5976419,51.01185088,1246.862776,604.3041692,6.648308393,162.3774027,s35,masa,CG,Stressed
729,729,729,729,m,95.91516885,51.56136683,1146.260464,1458.698086,7.251505772,75.59150525,s35,misa,CG,Stressed
730,730,730,730,m,85.27363327,49.68587406,576.239734,528.0413214,18.54083798,599.80518,s35,misa,CG,Stressed
770,770,770,770,m,60.37607471,52.33039029,1286.571893,622.9310088,6.926258143,155.9587752,s35,masa1,CG,Unstressed
771,771,771,771,m,57.11705651,48.89081231,618.6833185,552.2487227,17.0073754,496.4975513,s35,masa1,CG,Unstressed
810,810,810,810,m,66.07040684,51.05497723,591.3632088,357.7860138,23.64269442,1052.870409,s35,misa1,CG,Unstressed
811,811,811,811,m,73.279189,50.74885005,538.7363516,506.7124246,21.57219169,662.656943,s35,misa1,CG,Unstressed
849,849,849,849,m,80.55147143,49.54937532,998.3707493,451.9056433,14.78487332,565.1994034,s35,sama,CG,Stressed
850,850,850,850,m,65.35590638,51.09781212,1149.432745,843.7828742,4.89274554,78.18060412,s35,sama,CG,Stressed
887,887,887,887,m,71.35809697,52.39096004,986.3012139,1125.86574,9.120854543,131.0828184,s35,sami,CG,Stressed
888,888,888,888,m,68.66229544,50.03949599,892.698148,841.3967868,8.438446947,158.1788253,s35,sami,CG,Stressed
924,924,924,924,m,83.6566254,49.58852463,985.8710778,764.2222182,8.624454505,195.1933197,s35,sama1,CG,Stressed
925,925,925,925,m,70.7817217,46.29484017,1319.449126,708.8040605,11.54967962,274.4931521,s35,sama1,CG,Stressed
963,963,963,963,m,99.49039205,49.16741317,552.075265,594.4198754,20.24464202,542.5013201,s35,sami1,CG,Stressed
964,964,964,964,m,72.15665802,50.22759428,832.3615968,1059.007887,10.28981032,151.7618834,s35,sami1,CG,Stressed
1326,1326,1326,1326,n,51.60960967,48.33599742,738.0252421,1156.713216,10.68439969,146.1357244,s35,nasa,CG,Stressed
1327,1327,1327,1327,n,91.65451609,51.35797185,594.8277739,541.0294833,20.35973574,621.9963679,s35,nasa,CG,Stressed
1367,1367,1367,1367,n,96.20291436,49.73578553,584.8161363,614.9053363,13.50086363,332.7576329,s35,nisa,CG,Stressed
1368,1368,1368,1368,n,106.0720804,52.20172255,545.3029513,495.3992913,26.60194724,893.1763699,s35,nisa,CG,Stressed
1408,1408,1408,1408,n,41.55640133,53.16871947,1588.736468,611.7754663,7.686722719,188.4823631,s35,nasa1,CG,Unstressed
1409,1409,1409,1409,n,99.26210343,53.88385735,570.9327749,406.886186,24.83809111,1035.850844,s35,nasa1,CG,Unstressed
1449,1449,1449,1449,n,73.14793666,51.56406153,652.8557571,495.008342,22.14020552,695.2052274,s35,nisa1,CG,Unstressed
1450,1450,1450,1450,n,48.88139895,52.06277037,604.2650788,745.62865,17.12822817,359.9562756,s35,nisa1,CG,Unstressed
1490,1490,1490,1490,n,93.13763884,49.56756069,728.4170088,677.6449421,13.89782993,310.4775123,s35,sana,CG,Stressed
1491,1491,1491,1491,n,85.8278693,49.72754996,845.1581081,884.0481893,7.753010815,124.1984364,s35,sana,CG,Stressed
1528,1528,1528,1528,n,75.41215073,54.48065141,756.1517583,738.1284093,9.954322112,205.4167127,s35,sani,CG,Stressed
1529,1529,1529,1529,n,96.39147085,50.31869772,1119.173066,819.5655337,6.347510846,114.5999022,s35,sani,CG,Stressed
1571,1571,1571,1571,n,51.58761069,44.64150157,481.4735978,323.8443239,43.72763121,2425.584391,s35,sana1,CG,Stressed
1572,1572,1572,1572,n,66.33792752,48.26701587,828.5688726,840.216478,9.667813623,183.8943478,s35,sana1,CG,Stressed
1609,1609,1609,1609,n,104.3576666,51.04188365,479.7148316,272.0610309,44.05235157,2562.865278,s35,sani1,CG,Stressed
1610,1610,1610,1610,n,71.14470489,49.28207689,690.7179287,906.9194411,13.2942142,237.5686664,s35,sani1,CG,Stressed
1948,1948,1948,1948,r,53.20470746,46.21567323,791.7596216,383.9432603,28.22910477,1175.899692,s35,rasa,CG,Stressed
1949,1949,1949,1949,r,131.00538,NA,2129.168167,2511.646287,4.123296196,18.27314182,s35,rasa,CG,Stressed
1988,1988,1988,1988,r,68.10827169,NA,1269.024338,696.132643,5.829372573,106.1900795,s35,risa,CG,Stressed
1989,1989,1989,1989,r,110.534768,NA,1882.946261,3040.797476,4.256516694,18.67781162,s35,risa,CG,Stressed
2029,2029,2029,2029,r,20.63039677,53.36138677,911.214882,727.2678256,13.17770357,277.432957,s35,rasa1,CG,Unstressed
2030,2030,2030,2030,r,106.4166779,NA,1178.163875,1710.994293,8.680005792,90.67481457,s35,rasa1,CG,Unstressed
2068,2068,2068,2068,r,23.97065481,40.77979517,1218.817814,1470.477599,7.693553723,75.30122426,s35,risa1,CG,Unstressed
2069,2069,2069,2069,r,33.13247978,39.20858156,1366.292905,1596.796474,6.601100812,61.88695882,s35,risa1,CG,Unstressed
2105,2105,2105,2105,r,13.41873085,45.76490931,1232.856612,1246.475295,8.324655939,101.5423119,s35,sara,CG,Stressed
2106,2106,2106,2106,r,11.2835301,50.22633488,1121.326111,669.0616227,11.16746546,242.1364805,s35,sara,CG,Stressed
2145,2145,2145,2145,r,14.43706705,50.28894488,1472.813519,1416.94768,4.343578922,37.06088878,s35,sari,CG,Stressed
2146,2146,2146,2146,r,9.985732473,53.14474945,1253.212841,1581.4298,5.732502439,44.89925207,s35,sari,CG,Stressed
2183,2183,2183,2183,r,19.7534129,49.02054165,1405.21684,1754.376735,6.218760243,52.41719001,s35,sara1,CG,Stressed
2184,2184,2184,2184,r,21.9494834,39.45693908,850.1714016,745.9787016,12.05681421,252.5037899,s35,sara1,CG,Stressed
2222,2222,2222,2222,r,14.45881101,44.49125472,1134.287378,1411.687117,7.920885777,88.71690178,s35,sari1,CG,Stressed
2223,2223,2223,2223,r,15.46730174,47.10809912,1239.999015,1629.229497,7.16035332,66.10884734,s35,sari1,CG,Stressed
355,355,355,355,l,73.2973091,68.60517941,726.9036556,360.1285014,18.78911634,651.6078427,s36,lasa1,AG,Unstressed
356,356,356,356,l,77.62350366,63.1614201,770.4972667,919.5540026,12.2059307,198.1234184,s36,lasa1,AG,Unstressed
